Continent,PopulationSize,Date,TotalCases,TotalDeaths,DeathRatePercentage,PopulationInfectedPercentage,PopulationVaccinatedPercentage
Asia,4721383370,2023-03-31,295344779,1625100,0.550238269151865,6.2554712433784,77.7331762194943
Asia,4721383370,2023-04-01,295361582,1625181,0.550234390334488,6.255827134834,77.7332226465651
Asia,4721383370,2023-04-02,295403799,1625259,0.550182159302562,6.25672130073182,77.7419165603576
Asia,4721383370,2023-04-03,295451961,1625345,0.550121581355827,6.25774138311501,77.7420067246096
Asia,4721383370,2023-04-04,295471241,1625361,0.550091100067502,6.25814973800783,77.7425391109471
Asia,4721383370,2023-04-05,295502776,1625429,0.550055407939721,6.25881765665642,77.7425733382036
Asia,4721383370,2023-04-06,295535860,1625563,0.550039172911199,6.25951838348598,77.7426518745077
Asia,4721383370,2023-04-07,295564946,1625625,0.550006021350042,6.26013443174389,77.7426781591769
Asia,4721383370,2023-04-08,295594128,1625744,0.549991980896183,6.26075251330417,77.7426953998866
Asia,4721383370,2023-04-09,295627098,1625876,0.54997529353686,6.26145082558716,77.7433931826637
Asia,4721383370,2023-04-10,295665329,1625975,0.549937662795762,6.26226056707613,77.7434972411486
Asia,4721383370,2023-04-11,295691362,1626063,0.549919006426708,6.2628119520826,77.744711758071
Asia,4721383370,2023-04-12,295727363,1626226,0.549907179201405,6.2635744616519,77.7447387628681
Asia,4721383370,2023-04-13,295763604,1626322,0.549872255411116,6.26434205447714,77.7448189724106
Asia,4721383370,2023-04-14,295799504,1626423,0.549839664369417,6.26510242484291,77.7448420376844
Asia,4721383370,2023-04-15,295834175,1626528,0.549810717439931,6.26583676470229,77.7448652088593
Asia,4721383370,2023-04-16,295872947,1626622,0.549770439133795,6.26665796469733,77.7465099598553
Asia,4721383370,2023-04-17,295926147,1626725,0.549706410363259,6.26778475309452,77.746553379333
Asia,4721383370,2023-04-18,295958616,1626817,0.549677188651268,6.26847245408076,77.8133359460704
Asia,4721383370,2023-04-19,296002551,1626933,0.549634790140711,6.26940300761893,77.8133630567687
Asia,4721383370,2023-04-20,296047425,1627052,0.549591674374469,6.27035344939591,77.8137559712716
Asia,4721383370,2023-04-21,296088815,1627128,0.549540515402448,6.27123009924102,77.8138179658137
Asia,4721383370,2023-04-22,296130355,1627214,0.549492469287723,6.27210992612108,77.8138406498433
Asia,4721383370,2023-04-23,296173091,1627372,0.549466528004058,6.27301508455985,77.813868078245
Asia,4721383370,2023-04-24,296228371,1627457,0.549392684605486,6.27418592784174,77.8142080421654
Asia,4721383370,2023-04-25,296259404,1627552,0.549367202534438,6.27484321401335,77.8371911366308
Asia,4721383370,2023-04-26,296303844,1627676,0.54932665672741,6.2757844635692,77.8372276513525
Asia,4721383370,2023-04-27,296347796,1627786,0.549282303418919,6.27671537717133,77.8372549738532
Asia,4721383370,2023-04-28,296388572,1627910,0.549248572242522,6.27757902235336,77.837312308744
Asia,4721383370,2023-04-29,296430065,1628037,0.549214533957613,6.27845785376247,77.8373306084653
Asia,4721383370,2023-04-30,296476186,1628152,0.549167884937646,6.27943470729004,77.8382755857422
Asia,4721383370,2023-05-01,296527361,1628218,0.549095366616101,6.28051860571534,77.8383011079229
Asia,4721383370,2023-05-02,296558886,1628309,0.549067681620574,6.28118631256161,77.9568186177603
Asia,4721383370,2023-05-03,296607064,1628420,0.549015919593877,6.28220673382852,77.9572179922343
Asia,4721383370,2023-05-04,296654225,1628516,0.548960999965532,6.28320561479844,77.9573885354707
Asia,4721383370,2023-05-05,296691490,1628613,0.548924743341981,6.2839948961823,77.9574132951631
Asia,4721383370,2023-05-06,296720116,1628718,0.548907172845673,6.28460120153302,77.957430557053
Asia,4721383370,2023-05-07,296753921,1628895,0.548904288951249,6.28531719931059,77.957478911525
Asia,4721383370,2023-05-08,296823964,1628978,0.548802724028037,6.2868007263727,77.9574921068102
Asia,4721383370,2023-05-09,296864271,1629057,0.548754821357401,6.28765443802544,77.9582769827056
Asia,4721383370,2023-05-10,296896735,1629136,0.548721426660351,6.28834203311052,77.9583019542003
Asia,4721383370,2023-05-11,296925575,1629225,0.548698103893543,6.2889528710311,77.9584356861917
Asia,4721383370,2023-05-12,296956070,1629284,0.548661625270027,6.28959876223735,77.9584602340818
Asia,4721383370,2023-05-13,296983903,1629392,0.548646570922061,6.29018827166327,77.9584760768961
Asia,4721383370,2023-05-14,297011832,1629430,0.548607773982553,6.29077981439156,77.960253437331
Asia,4721383370,2023-05-15,297067404,1629511,0.548532413202763,6.2919568423015,77.9602720971163
Asia,4721383370,2023-05-16,297097605,1629559,0.548492809290738,6.29259650651923,77.9613447700181
Asia,4721383370,2023-05-17,297130237,1629610,0.548449735864479,6.29328765988346,77.9613708217048
Asia,4721383370,2023-05-18,297159077,1629670,0.54841669870983,6.29389849780405,77.9613895238505
Asia,4721383370,2023-05-19,297185285,1629716,0.548383813821738,6.29445358935129,77.9614420931889
Asia,4721383370,2023-05-20,297210181,1629836,0.548378253569988,6.2949808924328,77.9614541871019
Asia,4721383370,2023-05-21,297235571,1629897,0.548351933288631,6.29551865854943,77.9669729721609
Asia,4721383370,2023-05-22,297279135,1629946,0.548288059301572,6.29644135422115,77.9670028151093
Asia,4721383370,2023-05-23,297306045,1630011,0.548260295211959,6.29701131429198,77.9670957116113
Asia,4721383370,2023-05-24,297334770,1630070,0.548227171682612,6.29761971648576,77.9671431129728
Asia,4721383370,2023-05-25,297359794,1630198,0.548224081699492,6.2981497306371,77.9673533903264
Asia,4721383370,2023-05-26,297383644,1630207,0.548183140832049,6.29865487919487,77.9674009399495
Asia,4721383370,2023-05-27,297406546,1630229,0.548148324885895,6.29913994889172,77.9674104922346
Asia,4721383370,2023-05-28,297413805,1630271,0.54814906792911,6.29929369620328,77.9674365862817
Asia,4721383370,2023-05-29,297442282,1630293,0.548103984758966,6.29989684569927,77.9817589351995
Asia,4721383370,2023-05-30,297479029,1630306,0.548040648606527,6.30067515572242,77.9819086159064
Asia,4721383370,2023-05-31,297506370,1630321,0.547995325276565,6.30125424447369,77.9819975093444
Asia,4721383370,2023-06-01,297535174,1630328,0.547944627212378,6.30186431990588,77.9820969928989
Asia,4721383370,2023-06-02,297557427,1630413,0.54793221477883,6.3023356436315,77.9821231504867
Asia,4721383370,2023-06-03,297565734,1630514,0.547950860497936,6.30251158782728,77.9821547937549
Asia,4721383370,2023-06-04,297568650,1630599,0.547974055734702,6.30257334938679,77.9826655762546
Asia,4721383370,2023-06-05,297622391,1630625,0.547883845204375,6.30371159629005,77.9827910479551
Asia,4721383370,2023-06-06,297625689,1630658,0.547888861838133,6.30378144869858,78.0058191504157
Asia,4721383370,2023-06-07,297654214,1630685,0.547845427110264,6.30438561484576,78.0058858257892
Asia,4721383370,2023-06-08,297673593,1630713,0.547819167822522,6.30479606658165,78.0059855846868
Asia,4721383370,2023-06-09,297696178,1630728,0.547782645701283,6.30527442214463,78.0060027194953
Asia,4721383370,2023-06-10,297723235,1630807,0.547759398086616,6.30584749570972,78.0060213792806
Asia,4721383370,2023-06-11,297746077,1630987,0.547777830167683,6.30633129459259,78.0181646211034
Asia,4721383370,2023-06-12,297777661,1631006,0.547726110320949,6.3070002510726,78.0182149665173
Asia,4721383370,2023-06-13,297784515,1631019,0.547717869077242,6.30714542038979,78.0185312085767
Asia,4721383370,2023-06-14,297786222,1631023,0.547716072639519,6.30718157504757,78.0186036661539
Asia,4721383370,2023-06-15,297787934,1631033,0.547716281882664,6.30721783560652,78.0186805927603
Asia,4721383370,2023-06-16,297789751,1631039,0.54771495477022,6.30725632008993,78.0187079152609
Asia,4721383370,2023-06-17,297793817,1631113,0.547732325819243,6.30734243891743,78.0187338398661
Asia,4721383370,2023-06-18,297797320,1631194,0.547753082532778,6.30741663327374,78.0230850222188
Asia,4721383370,2023-06-19,297921211,1631201,0.547527648174067,6.31004067352404,78.0231617370229
Asia,4721383370,2023-06-20,297922927,1631211,0.547527851053907,6.31007701880392,78.02481750174
Asia,4721383370,2023-06-21,297924221,1631219,0.547528158175498,6.31010442602546,78.0248649454619
Asia,4721383370,2023-06-22,297925578,1631227,0.547528349512844,6.31013316760168,78.0249242501144
Asia,4721383370,2023-06-23,297926888,1631235,0.547528627224811,6.31016091370695,78.0249470400452
Asia,4721383370,2023-06-24,297929687,1631361,0.547565775142106,6.3102201971792,78.0249660598944
Asia,4721383370,2023-06-25,297934240,1631453,0.547588286596398,6.31031663078019,78.0250332859541
Asia,4721383370,2023-06-26,298063346,1631457,0.547352440980784,6.31305112594574,78.0250894771123
Asia,4721383370,2023-06-27,298064598,1631467,0.547353496841648,6.3130776435975,78.0261937297415
Asia,4721383370,2023-06-28,298065577,1631472,0.547353376535661,6.31309837904563,78.0262126648699
Asia,4721383370,2023-06-29,298066625,1631476,0.547352794027174,6.31312057592985,78.0262374669228
Asia,4721383370,2023-06-30,298067648,1631480,0.547352257431172,6.31314224330824,78.0263125932093
Asia,4721383370,2023-07-01,298069400,1631527,0.547364808329872,6.3131793510765,78.0263234586689
Asia,4721383370,2023-07-02,298070202,1631763,0.547442511546324,6.31319633762339,78.026371919042
Asia,4721383370,2023-07-03,298200350,1631769,0.547205595164459,6.31595290259177,78.0264075018335
Asia,4721383370,2023-07-04,298206091,1631774,0.547196737171945,6.31607449830959,78.0277331302584
Asia,4721383370,2023-07-05,298206583,1631781,0.547198181738329,6.31608491898424,78.0277514935204
Asia,4721383370,2023-07-06,298207208,1631785,0.547198376237774,6.31609815662989,78.0278336728246
Asia,4721383370,2023-07-07,298207658,1631789,0.547198891854078,6.31610768773475,78.0280649821495
Asia,4721383370,2023-07-08,298209279,1631848,0.547215702164653,6.31614202089249,78.0285138124676
Asia,4721383370,2023-07-09,298209864,1631851,0.547215634691413,6.31615441132881,78.0290979844748
Asia,4721383370,2023-07-10,298375711,1631857,0.54691348519317,6.31966708943612,78.0291059906029
Asia,4721383370,2023-07-11,298376317,1631864,0.546914720446797,6.31967992465734,78.0307126807201
Asia,4721383370,2023-07-12,298376864,1631868,0.546915058400775,6.3196915102448,78.0307919159719
Asia,4721383370,2023-07-13,298377354,1631871,0.546915165686468,6.31970188855899,78.0307999432802
Asia,4721383370,2023-07-14,298377793,1631872,0.546914696161721,6.31971118668129,78.0308038616233
Asia,4721383370,2023-07-15,298378756,1631910,0.546925666517626,6.3197315832457,78.0308389360892
Asia,4721383370,2023-07-16,298379238,1632027,0.546963994860795,6.31974179211802,78.030857278171
Asia,4721383370,2023-07-17,298595284,1632033,0.546570253266291,6.32431769674319,78.0310700759722
Asia,4721383370,2023-07-18,298595820,1632042,0.546572286242989,6.32432904934809,78.0313772952523
Asia,4721383370,2023-07-19,298596326,1632046,0.546572699625246,6.32433976654601,78.0314086419972
Asia,4721383370,2023-07-20,298596897,1632049,0.546572659125791,6.32435186045907,78.0314327662827
Asia,4721383370,2023-07-21,298597400,1632051,0.546572408199134,6.32436251411628,78.0314385484863
Asia,4721383370,2023-07-22,298598652,1632064,0.54657447013525,6.32438903176804,78.031476058679
Asia,4721383370,2023-07-23,298599046,1632157,0.546604894377325,6.32439737677985,78.0318837569846
Asia,4721383370,2023-07-24,298880299,1632163,0.546092534523328,6.3303543808602,78.0319392491951
Asia,4721383370,2023-07-25,298880941,1632170,0.546093703579446,6.33036797856981,78.0333172139758
Asia,4721383370,2023-07-26,298881349,1632173,0.546093961855077,6.33037662010488,78.0333405969531
Asia,4721383370,2023-07-27,298881791,1632176,0.546094158007772,6.33038598176788,78.0333759044015
Asia,4721383370,2023-07-28,298882179,1632180,0.546094787404504,6.3303941996983,78.033382491454
Asia,4721383370,2023-07-29,298883260,1632191,0.546096492657367,6.3304170955302,78.0333852025238
Asia,4721383370,2023-07-30,298884374,1632374,0.546155684940558,6.3304406903098,78.0344249613435
Asia,4721383370,2023-07-31,299211256,1632576,0.545626532178322,6.33736412724307,78.0344345136286
Asia,4721383370,2023-08-01,299544324,1632582,0.54502184458017,6.34441858509787,78.0353917966208
Asia,4721383370,2023-08-02,299544785,1632584,0.545021673470296,6.34442834918529,78.035411261255
Asia,4721383370,2023-08-03,299545294,1632587,0.545021748864464,6.34443912992391,78.0354271464298
Asia,4721383370,2023-08-04,299545903,1632594,0.545022977663627,6.34445202868582,78.0354337758427
Asia,4721383370,2023-08-05,299547043,1632630,0.545032921590216,6.34447617415148,78.0354384990347
Asia,4721383370,2023-08-06,299548980,1632633,0.545030398701408,6.34451720026285,78.0627934689404
Asia,4721383370,2023-08-07,299574703,1632643,0.544986937698808,6.34506201939708,78.0628135266211
Asia,4721383370,2023-08-08,299636722,1632671,0.544883480603556,6.34637559626936,78.0636188838018
Asia,4721383370,2023-08-09,299637285,1632674,0.544883458011576,6.34638752074056,78.0636382425348
Asia,4721383370,2023-08-10,299637784,1632680,0.544884553010845,6.34639808967684,78.0636547631166
Asia,4721383370,2023-08-11,299638292,1632685,0.544885297904448,6.34640884923522,78.0636689115123
Asia,4721383370,2023-08-12,299639503,1632696,0.544886766815923,6.34643449849742,78.0636717284833
Asia,4721383370,2023-08-13,299640029,1632726,0.544895822313513,6.34644563929999,78.0638934431626
Asia,4721383370,2023-08-14,299863650,1632876,0.544539493199659,6.35118198419037,78.0639110015758
Asia,4721383370,2023-08-15,299865529,1632892,0.544541416762845,6.35122178184823,78.0649246239879
Asia,4721383370,2023-08-16,299866091,1632892,0.544540396199716,6.35123368513919,78.0649366119998
Asia,4721383370,2023-08-17,299866744,1632895,0.54454021083445,6.35124751583136,78.0650457961011
Asia,4721383370,2023-08-18,299867331,1632900,0.544540812283416,6.35125994862815,78.0650578052932
Asia,4721383370,2023-08-19,299869137,1632915,0.544542534899148,6.351298200129,78.0651386502427
Asia,4721383370,2023-08-20,299870030,1632917,0.544541580230609,6.3513171140771,78.0665533415474
Asia,4721383370,2023-08-21,300161865,1633058,0.544059119568703,6.35749824738337,78.0920335431266
Asia,4721383370,2023-08-22,300162926,1633184,0.544099173660108,6.35752071961062,78.0920558882724
Asia,4721383370,2023-08-23,300163726,1633187,0.544098722974941,6.35753766379704,78.0920751834647
Asia,4721383370,2023-08-24,300164540,1633189,0.544097913764231,6.35755490450673,78.0921017858374
Asia,4721383370,2023-08-25,300165384,1633195,0.544098382776876,6.35757278062341,78.0921247240298
Asia,4721383370,2023-08-26,300166634,1633206,0.544099781589982,6.35759925591469,78.092130103809
Asia,4721383370,2023-08-27,300167541,1633214,0.544100802691388,6.35761846638605,78.0935875580042
Asia,4721383370,2023-08-28,300433662,1633232,0.543624835222359,6.36325497118019,78.093609987871
Asia,4721383370,2023-08-29,300434070,1633240,0.543626759774616,6.36326361271527,78.0936337520924
Asia,4721383370,2023-08-30,300434439,1633245,0.543627756337215,6.36327142822126,78.0936447446334
Asia,4721383370,2023-08-31,300434811,1633248,0.543628081767129,6.36327930726795,78.0936557583546
Asia,4721383370,2023-09-01,300435145,1633248,0.543627477404483,6.36328638146578,78.09581944624
Asia,4721383370,2023-09-02,300436320,1633348,0.543658636212825,6.36331126823959,78.0958294009495
Asia,4721383370,2023-09-03,300438229,1633355,0.543657511707673,6.36335170130444,78.0958883243578
Asia,4721383370,2023-09-04,300579549,1633500,0.543450146703095,6.36634489183622,78.0959200099864
Asia,4721383370,2023-09-05,300579839,1633501,0.543449955071671,6.3663510341038,78.0961496037124
Asia,4721383370,2023-09-06,300580192,1633503,0.543449982226374,6.36635851072606,78.0961712710908
Asia,4721383370,2023-09-07,300580564,1633505,0.543449975028991,6.36636638977275,78.0962536833776
Asia,4721383370,2023-09-08,300580851,1633512,0.543451784957519,6.36637246849963,78.0962801374886
Asia,4721383370,2023-09-09,300582003,1633516,0.543451032895007,6.36639686812808,78.0962811117793
Asia,4721383370,2023-09-10,300584258,1633546,0.543456936457398,6.36644462955356,78.0980802243136
Asia,4721383370,2023-09-11,300594113,1633562,0.543444441974151,6.36665336075007,78.0980835919706
Asia,4721383370,2023-09-12,300594460,1633565,0.543444812655563,6.36666071029093,78.0980917887208
Asia,4721383370,2023-09-13,300594894,1633566,0.543444360701616,6.36666990251207,78.0980941397267
Asia,4721383370,2023-09-14,300595242,1633568,0.543444396901,6.36667727323316,78.0980956011628
Asia,4721383370,2023-09-15,300595615,1633569,0.543444055230147,6.36668517346008,78.098096893157
Asia,4721383370,2023-09-16,300596119,1633572,0.543444142071575,6.36669584829753,78.0981016798896
Asia,4721383370,2023-09-17,300598793,1633585,0.543443632523169,6.36675248424065,78.0994965676765
Asia,4721383370,2023-09-18,300607053,1633626,0.543442338992625,6.36692743296548,78.0994984103568
Asia,4721383370,2023-09-19,300607361,1633629,0.54344278016532,6.36693395647725,78.1010037106985
Asia,4721383370,2023-09-20,300607774,1633631,0.543442698857149,6.36694270391349,78.1010053203962
Asia,4721383370,2023-09-21,300608192,1633631,0.543441943192287,6.3669515572509,78.101006760652
Asia,4721383370,2023-09-22,300609397,1633634,0.543440762764978,6.3669770794317,78.101008306809
Asia,4721383370,2023-09-23,300609952,1633637,0.543440757410453,6.36698883446103,78.1010103824719
Asia,4721383370,2023-09-24,300612175,1633678,0.54345037755041,6.36703591811906,78.1010291269781
Asia,4721383370,2023-09-25,300629627,1633692,0.543423486335231,6.3674055555459,78.1010296141235
Asia,4721383370,2023-09-26,300629830,1633695,0.543424117294016,6.3674098551332,78.1033536363729
Asia,4721383370,2023-09-27,300630119,1633702,0.543425923335379,6.36741597622055,78.1033555002334
Asia,4721383370,2023-09-28,300630467,1633704,0.543425959551864,6.36742334694164,78.1033565168846
Asia,4721383370,2023-09-29,300631752,1633704,0.543423636768747,6.36745056354108,78.1033572581927
Asia,4721383370,2023-09-30,300632181,1633705,0.54342319393944,6.36745964986105,78.1033586984486
Asia,4721383370,2023-10-01,300635030,1633743,0.543430684042375,6.36751999234496,78.1039234481821
Asia,4721383370,2023-10-02,300652901,1633816,0.543422662667073,6.36789850428943,78.1039237870658
Asia,4721383370,2023-10-03,300653136,1633816,0.543422237910733,6.3679034816442,78.1039241471298
Asia,4721383370,2023-10-04,300653389,1633818,0.543422445838454,6.36790884024315,78.1039259686298
Asia,4721383370,2023-10-05,300653867,1633818,0.543421581868428,6.36791896439454,78.103928256095
Asia,4721383370,2023-10-06,300654610,1633819,0.543420571532231,6.36793470130768,78.1039294421881
Asia,4721383370,2023-10-07,300654959,1633824,0.543421603766063,6.36794209320901,78.103990695422
Asia,4721383370,2023-10-08,300657640,1633860,0.543428731762812,6.36799887741376,78.1047520824389
Asia,4721383370,2023-10-09,300676320,1633886,0.543403617551259,6.36839452416676,78.104752633125
Asia,4721383370,2023-10-10,300676499,1633888,0.543403959216646,6.36839831542847,78.1047539462994
Asia,4721383370,2023-10-11,300676637,1633888,0.543403709813344,6.36840123830063,78.1047555559971
Asia,4721383370,2023-10-12,300676863,1633888,0.543403301370748,6.3684060250333,78.10475672091
Asia,4721383370,2023-10-13,300677422,1633890,0.543402956275181,6.36841786478356,78.1047577163809
Asia,4721383370,2023-10-14,300677754,1633893,0.543403354010686,6.36842489662092,78.1047590083751
Asia,4721383370,2023-10-15,300680825,1633956,0.543418756417208,6.36848994111656,78.1047602156484
Asia,4721383370,2023-10-16,300698601,1633992,0.543398603972886,6.3688664409389,78.1067066578836
Asia,4721383370,2023-10-17,300698723,1633992,0.543398383504276,6.36886902492733,78.1083469398504
Asia,4721383370,2023-10-18,300698848,1633992,0.543398157614491,6.36887167245646,78.1090698635642
Asia,4721383370,2023-10-19,300698985,1633992,0.543397910039503,6.36887457414838,78.1090712826398
Asia,4721383370,2023-10-20,300699437,1633993,0.543397425782344,6.36888414761371,78.1090720239479
Asia,4721383370,2023-10-21,300700811,1635246,0.543811636078361,6.36891324925389,78.109072849977
Asia,4721383370,2023-10-22,300703663,1635314,0.543829091965534,6.3689736552785,78.1090736760061
Asia,4721383370,2023-10-23,300723318,1635315,0.543793880326899,6.3693899527587,78.1090738242677
Asia,4721383370,2023-10-24,300723433,1635318,0.543794669968403,6.3693923884855,78.1120559163574
Asia,4721383370,2023-10-25,300723587,1635320,0.543795056554709,6.36939565024138,78.1120564458633
Asia,4721383370,2023-10-26,300723721,1635321,0.543795146775269,6.36939848839261,78.1120572718923
Asia,4721383370,2023-10-27,300724018,1635321,0.543794609714213,6.36940477892182,78.11205797084
Asia,4721383370,2023-10-28,300724334,1635323,0.543794703357793,6.36941147187546,78.1120586697877
Asia,4721383370,2023-10-29,300727033,1635376,0.543807446801765,6.3694686373244,78.1120596440784
Asia,4721383370,2023-10-30,300745297,1635412,0.543786392111063,6.36985547310046,78.1120599194215
Asia,4721383370,2023-10-31,300745505,1635415,0.543787013541566,6.36985987858893,78.1120608725319
Asia,4721383370,2023-11-01,300745642,1635418,0.543787763348538,6.36986278028086,78.112061423218
Asia,4721383370,2023-11-02,300745758,1635443,0.54379586627453,6.36986523718789,78.1120619315436
Asia,4721383370,2023-11-03,300746021,1635443,0.543795390729376,6.36987080758918,78.1120629058343
Asia,4721383370,2023-11-04,300746428,1635464,0.543801637437902,6.36987942794402,78.1120637954041
Asia,4721383370,2023-11-05,300749251,1635525,0.543816815690091,6.36993921974186,78.1123228720145
Asia,4721383370,2023-11-06,300767674,1635554,0.543793147131896,6.37032942317497,78.112323189718
Asia,4721383370,2023-11-07,300767817,1635557,0.543793886032693,6.37033245194829,78.1140408854365
Asia,4721383370,2023-11-08,300767900,1635559,0.543794400931748,6.37033420990764,78.1140416267447
Asia,4721383370,2023-11-09,300767973,1635559,0.543794268946315,6.37033575606465,78.1140424315935
Asia,4721383370,2023-11-10,300768175,1635559,0.543793903726683,6.37034003447172,78.1140429822796
Asia,4721383370,2023-11-11,300768542,1635567,0.543795900037977,6.37034780761724,78.1140435329656
Asia,4721383370,2023-11-12,300771147,1635603,0.543803159416751,6.37040298212428,78.1140439565703
Asia,4721383370,2023-11-13,300788604,1635613,0.543774923068562,6.37077272545229,78.1140441260122
Asia,4721383370,2023-11-14,300788720,1635617,0.543776043197365,6.37077518235932,78.1182636943968
Asia,4721383370,2023-11-15,300788800,1635617,0.543775898570691,6.37077687677796,78.1182642450829
Asia,4721383370,2023-11-16,300788904,1635617,0.543775710556132,6.3707790795222,78.1182649863911
Asia,4721383370,2023-11-17,300789081,1635617,0.543775390570112,6.37078282842344,78.1182656641585
Asia,4721383370,2023-11-18,300789569,1635619,0.543775173267395,6.37079316437716,78.1182662783853
Asia,4721383370,2023-11-19,300792444,1635648,0.543779617017241,6.37085405754712,78.1182670196934
Asia,4721383370,2023-11-20,300805669,1635649,0.54375604204454,6.37113416612894,78.1182674432981
Asia,4721383370,2023-11-21,300805755,1635655,0.543757881228037,6.37113598762898,78.1182684599493
Asia,4721383370,2023-11-22,300805832,1635656,0.543758074477758,6.37113761850693,78.1182827566066
Asia,4721383370,2023-11-23,300805925,1635656,0.543757906364378,6.3711395882686,78.1183242910435
Asia,4721383370,2023-11-24,300806059,1635658,0.543758329016903,6.37114242641982,78.1183251382529
Asia,4721383370,2023-11-25,300806633,1635664,0.543759286052712,6.37115458387358,78.1183257524796
Asia,4721383370,2023-11-26,300810606,1635689,0.543760415149724,6.37123873293941,78.1202969544072
Asia,4721383370,2023-11-27,300835553,1635699,0.543718647509724,6.37176711621281,78.1202972721107
Asia,4721383370,2023-11-28,300835641,1635699,0.543718488461944,6.37176898007331,78.1202979498782
Asia,4721383370,2023-11-29,300835779,1635699,0.543718239046294,6.37177190294547,78.120298564105
Asia,4721383370,2023-11-30,300835884,1635701,0.543718714087978,6.37177412686994,78.120299474855
Asia,4721383370,2023-12-01,300836055,1635701,0.54371840502961,6.37177774868979,78.1203009151108
Asia,4721383370,2023-12-02,300836733,1635706,0.54371884167483,6.37179210888778,78.1203013175353
Asia,4721383370,2023-12-03,300837121,1635725,0.543724456131861,6.3718003268182,78.1203021223841
Asia,4721383370,2023-12-04,300837121,1635725,0.543724456131861,6.3718003268182,78.1203023765469
Asia,4721383370,2023-12-05,300837121,1635725,0.543724456131861,6.3718003268182,78.1203029484132
Asia,4721383370,2023-12-06,300837121,1635725,0.543724456131861,6.3718003268182,78.1203036261806
Europe,744807803,2020-01-03,0,0,0,0,
Europe,744807803,2020-01-04,2,0,0,2.68525650771143e-07,
Europe,744807803,2020-01-05,1,3,300.0,1.34262825385571e-07,
Europe,744807803,2020-01-06,1,3,300.0,1.34262825385571e-07,
Europe,744807803,2020-01-07,1,3,300.0,1.34262825385571e-07,
Europe,744807803,2020-01-08,2,3,150.0,2.68525650771143e-07,
Europe,744807803,2020-01-09,2,3,150.0,2.68525650771143e-07,
Europe,744807803,2020-01-10,2,3,150.0,2.68525650771143e-07,
Europe,744807803,2020-01-11,2,3,150.0,2.68525650771143e-07,
Europe,744807803,2020-01-12,2,3,150.0,2.68525650771143e-07,
Europe,744807803,2020-01-13,2,3,150.0,2.68525650771143e-07,
Europe,744807803,2020-01-14,2,3,150.0,2.68525650771143e-07,
Europe,744807803,2020-01-15,2,3,150.0,2.68525650771143e-07,
Europe,744807803,2020-01-16,2,3,150.0,2.68525650771143e-07,
Europe,744807803,2020-01-17,2,3,150.0,2.68525650771143e-07,
Europe,744807803,2020-01-18,2,3,150.0,2.68525650771143e-07,
Europe,744807803,2020-01-19,4,3,75.0,5.37051301542285e-07,
Europe,744807803,2020-01-20,4,3,75.0,5.37051301542285e-07,
Europe,744807803,2020-01-21,4,3,75.0,5.37051301542285e-07,
Europe,744807803,2020-01-22,4,3,75.0,5.37051301542285e-07,
Europe,744807803,2020-01-23,4,3,75.0,5.37051301542285e-07,
Europe,744807803,2020-01-24,4,3,75.0,5.37051301542285e-07,
Europe,744807803,2020-01-25,4,3,75.0,5.37051301542285e-07,
Europe,744807803,2020-01-26,9,6,66.6666666666667,1.20836542847014e-06,
Europe,744807803,2020-01-27,9,6,66.6666666666667,1.20836542847014e-06,
Europe,744807803,2020-01-28,9,6,66.6666666666667,1.20836542847014e-06,
Europe,744807803,2020-01-29,9,6,66.6666666666667,1.20836542847014e-06,
Europe,744807803,2020-01-30,10,6,60.0,1.34262825385571e-06,
Europe,744807803,2020-01-31,13,6,46.1538461538462,1.74541673001243e-06,
Europe,744807803,2020-02-01,16,7,43.75,2.14820520616914e-06,
Europe,744807803,2020-02-02,30,10,33.3333333333333,4.02788476156714e-06,
Europe,744807803,2020-02-03,30,10,33.3333333333333,4.02788476156714e-06,
Europe,744807803,2020-02-04,31,11,35.4838709677419,4.16214758695271e-06,
Europe,744807803,2020-02-05,51,11,21.5686274509804,6.84740409466414e-06,
Europe,744807803,2020-02-06,51,11,21.5686274509804,6.84740409466414e-06,
Europe,744807803,2020-02-07,52,11,21.1538461538462,6.98166692004971e-06,
Europe,744807803,2020-02-08,52,11,21.1538461538462,6.98166692004971e-06,
Europe,744807803,2020-02-09,84,11,13.0952380952381,1.1278077332388e-05,
Europe,744807803,2020-02-10,87,11,12.6436781609195,1.16808658085447e-05,
Europe,744807803,2020-02-11,88,11,12.5,1.18151286339303e-05,
Europe,744807803,2020-02-12,90,11,12.2222222222222,1.20836542847014e-05,
Europe,744807803,2020-02-13,94,11,11.7021276595745,1.26207055862437e-05,
Europe,744807803,2020-02-14,95,11,11.5789473684211,1.27549684116293e-05,
Europe,744807803,2020-02-15,96,11,11.4583333333333,1.28892312370148e-05,
Europe,744807803,2020-02-16,105,12,11.4285714285714,1.4097596665485e-05,
Europe,744807803,2020-02-17,105,12,11.4285714285714,1.4097596665485e-05,
Europe,744807803,2020-02-18,105,12,11.4285714285714,1.4097596665485e-05,
Europe,744807803,2020-02-19,106,12,11.3207547169811,1.42318594908706e-05,
Europe,744807803,2020-02-20,106,12,11.3207547169811,1.42318594908706e-05,
Europe,744807803,2020-02-21,106,12,11.3207547169811,1.42318594908706e-05,
Europe,744807803,2020-02-22,121,12,9.91735537190083,1.62458018716541e-05,
Europe,744807803,2020-02-23,204,15,7.35294117647059,2.73896163786566e-05,
